coll_date,w_name,w_type,common_name,sex,f_length,t_length,weight,maturity,age,hg,year
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Female,445.0,472.0,0.934,Mature,12.0,0.58,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Female,386.0,412.0,0.642,Immature,4.0,0.269,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Male,494.0,520.0,1.3,Mature,10.0,0.67,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Female,472.0,499.0,1.126,Mature,11.0,0.448,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Male,489.0,517.0,1.36,Mature,8.0,0.491,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Female,450.0,477.0,0.964,Mature,9.0,0.538,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Male,497.0,524.0,1.398,Mature,11.0,0.539,2021
2021-09-23,Crawling Valley Reservoir (Barkenhouse Lake),Reservoir,Walleye,Female,497.0,520.0,1.362,Mature,9.0,0.432,2021
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Male,587.0,621.0,1.242,Mature,,0.255,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Male,491.0,522.0,0.92,Mature,,0.073,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Male,675.0,714.0,2.428,Mature,,0.285,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Male,717.0,759.0,2.642,Mature,,0.221,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Female,540.0,577.0,1.088,Mature,,0.202,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Female,611.0,645.0,1.854,Mature,,0.304,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Female,722.0,762.0,2.894,Mature,,0.222,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Male,546.0,579.0,1.27,Mature,,0.171,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Female,703.0,740.0,2.276,Mature,,0.199,2011
2011-09-22,Cross (Steele) Lake,Lake,Northern Pike,Male,641.0,677.0,1.988,Mature,,0.186,2011
2012-08-14,Eagle Lake,Lake,Northern Pike,Female,,500.0,0.64,Unknown,,0.068,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Female,,490.0,0.85,Unknown,,0.066,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Female,,510.0,0.91,Unknown,,0.065,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Female,,510.0,0.94,Unknown,,0.056,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Male,,500.0,0.74,Unknown,,0.061,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Female,,490.0,0.81,Unknown,,0.055,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Female,,470.0,0.62,Unknown,,0.052,2012
2012-08-14,Eagle Lake,Lake,Northern Pike,Male,,480.0,0.71,Unknown,,0.063,2012
2012-09-17,Eagle Lake,Lake,Northern Pike,Female,,490.0,0.766,Unknown,,0.063,2012
2012-09-17,Eagle Lake,Lake,Northern Pike,Unknown,,460.0,0.594,Unknown,,0.082,2012
2012-09-17,Eagle Lake,Lake,Northern Pike,Female,,460.0,0.728,Unknown,,0.072,2012
2012-09-17,Eagle Lake,Lake,Northern Pike,Unknown,,500.0,0.826,Unknown,,0.065,2012
2012-09-17,Eagle Lake,Lake,Northern Pike,Unknown,,550.0,0.97,Unknown,,0.091,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,420.0,0.77,Unknown,,0.073,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,510.0,1.55,Unknown,,0.114,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,500.0,1.38,Unknown,,0.101,2012
2012-08-14,Eagle Lake,Lake,Walleye,Male,,500.0,1.37,Unknown,,0.418,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,540.0,1.55,Unknown,,0.148,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,480.0,1.24,Unknown,,0.165,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,470.0,1.26,Unknown,,0.095,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,490.0,1.64,Unknown,,0.255,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,470.0,1.24,Unknown,,0.506,2012
2012-08-14,Eagle Lake,Lake,Walleye,Male,,460.0,1.24,Unknown,,0.129,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,490.0,1.8,Unknown,,0.189,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,510.0,1.25,Unknown,,0.301,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,490.0,1.08,Unknown,,0.118,2012
2012-08-14,Eagle Lake,Lake,Walleye,Male,,510.0,1.41,Unknown,,0.302,2012
2012-08-14,Eagle Lake,Lake,Walleye,Female,,470.0,1.25,Unknown,,0.196,2012
2012-09-17,Eagle Lake,Lake,Walleye,Unknown,,440.0,1.13,Unknown,,0.158,2012
2012-09-17,Eagle Lake,Lake,Walleye,Male,,430.0,0.9,Unknown,,0.171,2012
2012-09-17,Eagle Lake,Lake,Walleye,Unknown,,430.0,0.93,Unknown,,0.092,2012
2012-09-17,Eagle Lake,Lake,Walleye,Female,,510.0,1.45,Unknown,,0.169,2012
2012-09-17,Eagle Lake,Lake,Walleye,Female,,540.0,2.08,Unknown,,0.335,2012
2012-09-17,Eagle Lake,Lake,Walleye,Female,,460.0,1.24,Unknown,,0.115,2012
2012-09-17,Eagle Lake,Lake,Walleye,Female,,510.0,1.388,Unknown,,0.329,2012
2012-09-17,Eagle Lake,Lake,Walleye,Female,,500.0,1.284,Unknown,,0.12,2012
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,266.0,276.0,0.216,Unknown,,0.132,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,235.0,247.0,0.147,Unknown,,0.05,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,236.0,245.0,0.147,Unknown,,0.057,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,140.0,149.0,0.032,Unknown,,0.139,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,130.0,139.0,0.026,Unknown,,0.201,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,213.0,220.0,0.114,Unknown,,0.051,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,287.0,300.0,0.324,Unknown,,0.108,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,245.0,252.0,0.175,Unknown,,0.05,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,206.0,215.0,0.103,Unknown,,0.058,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,221.0,229.0,0.122,Unknown,,0.053,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,279.0,290.0,0.297,Unknown,,0.129,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,248.0,256.0,0.175,Unknown,,0.078,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,315.0,330.0,0.455,Unknown,,0.217,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,227.0,238.0,0.138,Unknown,,0.065,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,243.0,255.0,0.187,Unknown,,0.086,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,323.0,337.0,0.436,Unknown,,0.184,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,260.0,270.0,0.189,Unknown,,0.028,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,341.0,357.0,0.461,Unknown,,0.237,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,237.0,241.0,0.134,Unknown,,0.059,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,206.0,217.0,0.11,Unknown,,0.055,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,244.0,255.0,0.182,Unknown,,0.062,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,252.0,262.0,0.179,Unknown,,0.056,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,262.0,285.0,0.28,Unknown,,0.113,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,239.0,243.0,0.166,Unknown,,0.072,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,316.0,328.0,0.38,Unknown,,0.132,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,297.0,310.0,0.281,Unknown,,0.088,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,240.0,250.0,0.169,Unknown,,0.116,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,330.0,346.0,0.487,Unknown,,0.185,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,289.0,298.0,0.306,Unknown,,0.224,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,275.0,285.0,0.241,Unknown,,0.167,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,270.0,287.0,0.268,Unknown,,0.109,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,199.0,210.0,0.092,Unknown,,0.05,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,276.0,292.0,0.257,Unknown,,0.108,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,299.0,312.0,0.328,Unknown,,0.485,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,295.0,306.0,0.326,Unknown,,0.137,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,216.0,223.0,0.118,Unknown,,0.072,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,156.0,165.0,0.042,Unknown,,0.164,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,235.0,246.0,0.156,Unknown,,0.059,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,133.0,140.0,0.031,Unknown,,0.162,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,308.0,321.0,0.33,Unknown,,0.153,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,225.0,240.0,0.147,Unknown,,0.077,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,203.0,211.0,0.098,Unknown,,0.045,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,225.0,236.0,0.113,Unknown,,0.069,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,338.0,354.0,0.503,Unknown,,0.235,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,215.0,225.0,0.101,Unknown,,0.046,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,303.0,313.0,0.336,Unknown,,0.214,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,288.0,305.0,0.289,Unknown,,0.112,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,315.0,327.0,0.459,Unknown,,0.114,2009
2009-10-30,Edith Lake,Lake,Brook Trout,Unknown,245.0,258.0,0.189,Unknown,,0.064,2009
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Male,442.0,484.0,1.122,Mature,13.0,0.149,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Male,459.0,508.0,1.17,Mature,25.0,0.024,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Female,486.0,541.0,1.784,Mature,19.0,0.124,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Male,482.0,542.0,1.452,Mature,15.0,0.275,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Male,452.0,501.0,1.305,Mature,17.0,0.043,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Male,468.0,525.0,1.208,Mature,7.0,0.112,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Female,517.0,585.0,1.937,Immature,,0.126,2012
2012-09-27,Elinor Lake,Lake,Lake Whitefish,Male,465.0,513.0,1.224,Mature,17.0,0.147,2012
2012-09-28,Elinor Lake,Lake,Lake Whitefish,Female,447.0,499.0,1.328,Mature,7.0,0.128,2012
2012-09-28,Elinor Lake,Lake,Lake Whitefish,Female,487.0,545.0,1.772,Mature,18.0,0.063,2012
2012-09-28,Elinor Lake,Lake,Lake Whitefish,Male,470.0,525.0,1.422,Mature,16.0,0.04,2012
2012-09-28,Elinor Lake,Lake,Lake Whitefish,Female,368.0,418.0,0.688,Immature,4.0,0.083,2012
2012-09-28,Elinor Lake,Lake,Lake Whitefish,Male,443.0,492.0,1.106,Mature,,0.106,2012
2012-09-28,Elinor Lake,Lake,Lake Whitefish,Female,454.0,511.0,1.345,Mature,15.0,0.113,2012
2012-09-27,Elinor Lake,Lake,Northern Pike,Female,818.0,882.0,4.742,Mature,12.0,1.885,2012
2012-09-27,Elinor Lake,Lake,Northern Pike,Female,555.0,588.0,1.19,Mature,5.0,0.346,2012
2012-09-27,Elinor Lake,Lake,Northern Pike,Female,820.0,865.0,5.25,Mature,15.0,1.142,2012
2012-09-27,Elinor Lake,Lake,Northern Pike,Female,666.0,709.0,2.097,Mature,10.0,0.43,2012
2012-09-27,Elinor Lake,Lake,Northern Pike,Female,668.0,700.0,2.054,Mature,5.0,0.757,2012
2012-09-28,Elinor Lake,Lake,Northern Pike,Female,718.0,757.0,2.688,Mature,9.0,0.47,2012
2012-09-28,Elinor Lake,Lake,Northern Pike,Female,642.0,678.0,1.89,Mature,9.0,0.455,2012
2012-09-28,Elinor Lake,Lake,Northern Pike,Female,596.0,637.0,1.566,Mature,6.0,0.325,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,412.0,440.0,0.726,Mature,10.0,0.786,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,450.0,481.0,0.97,Mature,6.0,0.347,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,457.0,487.0,0.994,Mature,10.0,0.57,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,520.0,544.0,0.746,Mature,6.0,0.356,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,369.0,420.0,0.659,Mature,9.0,0.468,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,692.0,723.0,4.248,Mature,14.0,0.783,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,459.0,490.0,0.945,Mature,15.0,1.012,2012
2012-09-27,Elinor Lake,Lake,Walleye,Unknown,,,,Unknown,,0.337,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,454.0,480.0,0.828,Mature,12.0,0.965,2012
2012-09-27,Elinor Lake,Lake,Walleye,Male,372.0,396.0,0.516,Mature,5.0,0.235,2012
2012-09-27,Elinor Lake,Lake,Walleye,Male,434.0,459.0,0.83,Mature,15.0,0.721,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,618.0,645.0,2.704,Mature,18.0,0.807,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,395.0,424.0,0.656,Mature,10.0,0.463,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,510.0,538.0,1.218,Mature,14.0,0.769,2012
2012-09-27,Elinor Lake,Lake,Walleye,Male,445.0,471.0,0.862,Mature,10.0,0.633,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,756.0,787.0,4.764,Mature,18.0,1.593,2012
2012-09-27,Elinor Lake,Lake,Walleye,Female,702.0,735.0,4.074,Mature,17.0,1.125,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Female,522.0,576.0,2.15,Mature,8.0,0.037,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,540.0,597.0,2.325,Mature,20.0,0.029,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,526.0,584.0,2.475,Mature,13.0,0.018,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,542.0,602.0,2.75,Mature,12.0,0.04,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,471.0,521.0,1.8,Mature,8.0,0.041,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Female,517.0,576.0,2.225,Mature,9.0,0.039,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,,605.0,2.55,Unknown,,0.035,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,517.0,588.0,2.175,Mature,23.0,0.024,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,,623.0,2.7,Unknown,,0.079,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,540.0,601.0,2.7,Unknown,13.0,0.044,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,,581.0,2.45,Unknown,,0.039,2012
2012-09-28,Ethel Lake,Lake,Lake Whitefish,Male,520.0,572.0,2.025,Mature,14.0,0.029,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Male,495.0,535.0,0.75,Mature,4.0,0.311,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Female,564.0,602.0,1.05,Mature,5.0,0.473,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Female,446.0,489.0,0.725,Mature,3.0,0.105,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Male,515.0,548.0,0.8,Mature,5.0,0.479,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Male,530.0,549.0,0.75,Mature,4.0,0.605,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Male,521.0,557.0,1.025,Mature,4.0,0.306,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Male,523.0,557.0,1.0,Mature,5.0,0.441,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Male,510.0,540.0,0.75,Mature,5.0,0.566,2012
2012-09-28,Ethel Lake,Lake,Northern Pike,Female,474.0,502.0,0.725,Mature,3.0,0.265,2012
2017-09-21,Ethel Lake,Lake,Northern Pike,Female,690.0,729.0,2.162,Mature,5.0,0.724,2017
2017-09-21,Ethel Lake,Lake,Northern Pike,Female,912.0,955.0,7.0,Mature,10.0,2.081,2017
2017-09-21,Ethel Lake,Lake,Northern Pike,Female,581.0,621.0,1.47,Mature,5.0,0.295,2017
2017-09-21,Ethel Lake,Lake,Northern Pike,Female,589.0,626.0,1.385,Mature,5.0,0.318,2017
2017-09-21,Ethel Lake,Lake,Northern Pike,Female,592.0,623.0,1.52,Mature,5.0,0.254,2017
2012-09-28,Ethel Lake,Lake,Walleye,Female,,458.0,0.9,Unknown,,0.471,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,413.0,441.0,0.7,Mature,9.0,0.429,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,,482.0,1.0,Unknown,,0.497,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,400.0,425.0,0.6,Mature,4.0,0.305,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,517.0,542.0,1.4,Mature,14.0,0.849,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,419.0,443.0,0.7,Immature,5.0,0.237,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,,495.0,1.2,Unknown,,0.486,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,,432.0,0.725,Unknown,,0.324,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,403.0,427.0,0.7,Mature,5.0,0.349,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,420.0,447.0,0.7,Mature,6.0,0.321,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,432.0,455.0,0.85,Mature,9.0,0.519,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,505.0,532.0,1.425,Mature,7.0,0.495,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,486.0,514.0,1.025,Immature,9.0,0.287,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,477.0,506.0,1.15,Mature,7.0,0.413,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,468.0,491.0,1.15,Mature,9.0,0.403,2012
2012-09-28,Ethel Lake,Lake,Walleye,Male,432.0,459.0,0.9,Mature,8.0,0.384,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,474.0,506.0,1.1,Mature,10.0,0.443,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,555.0,584.0,1.75,Mature,14.0,0.893,2012
2012-09-28,Ethel Lake,Lake,Walleye,Female,477.0,505.0,1.2,Mature,9.0,0.442,2012
2017-09-21,Ethel Lake,Lake,Walleye,Male,502.0,529.0,1.325,Mature,13.0,0.654,2017
2017-09-21,Ethel Lake,Lake,Walleye,Male,471.0,496.0,1.17,Mature,13.0,0.683,2017
2017-09-21,Ethel Lake,Lake,Walleye,Male,428.0,446.0,0.91,Mature,12.0,0.381,2017
2017-09-21,Ethel Lake,Lake,Walleye,Male,474.0,504.0,1.11,Mature,10.0,0.577,2017
2017-09-21,Ethel Lake,Lake,Walleye,Female,486.0,518.0,1.23,Mature,8.0,0.423,2017
2017-09-21,Ethel Lake,Lake,Walleye,Female,527.0,556.0,1.44,Mature,13.0,0.708,2017
2017-09-21,Ethel Lake,Lake,Walleye,Female,498.0,526.0,1.245,Mature,16.0,0.661,2017
2017-09-21,Ethel Lake,Lake,Walleye,Female,535.0,568.0,1.61,Mature,13.0,0.825,2017
2017-09-21,Ethel Lake,Lake,Walleye,Female,488.0,512.0,1.265,Mature,9.0,0.395,2017
2017-09-21,Ethel Lake,Lake,Walleye,Female,529.0,552.0,1.345,Mature,13.0,0.807,2017
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,790.0,832.0,3.975,Mature,10.0,0.318,2019
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,682.0,721.0,2.115,Mature,5.0,0.257,2019
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,581.0,611.0,1.075,Mature,5.0,0.18,2019
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,600.0,637.0,1.1,Mature,4.0,0.454,2019
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,841.0,885.0,4.35,Mature,9.0,0.467,2019
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,810.0,851.0,4.34,Mature,12.0,0.371,2019
2019-09-10,Fawcett Lake,Lake,Northern Pike,Female,583.0,618.0,1.195,Mature,4.0,0.164,2019
2019-09-11,Fawcett Lake,Lake,Northern Pike,Female,710.0,750.0,2.305,Mature,7.0,0.367,2019
2019-09-11,Fawcett Lake,Lake,Northern Pike,Female,581.0,610.0,1.245,Mature,5.0,0.21,2019
2019-09-11,Fawcett Lake,Lake,Northern Pike,Female,600.0,631.0,0.925,Mature,7.0,0.45,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Male,442.0,470.0,1.02,Mature,11.0,0.174,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Male,447.0,477.0,0.955,Mature,14.0,0.279,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,440.0,470.0,0.94,Mature,7.0,0.152,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,481.0,507.0,1.2,Mature,7.0,0.174,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,453.0,485.0,0.93,Mature,8.0,0.152,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,425.0,448.0,0.75,Mature,8.0,0.136,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,650.0,683.0,2.48,Mature,15.0,0.636,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,574.0,610.0,1.495,Mature,14.0,0.678,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,531.0,560.0,1.42,Mature,15.0,0.461,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,522.0,550.0,1.62,Mature,9.0,0.307,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Male,435.0,455.0,0.83,Mature,12.0,0.226,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,572.0,604.0,1.6,Mature,12.0,0.289,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,450.0,475.0,1.0,Mature,12.0,0.151,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,525.0,550.0,1.575,Mature,,0.273,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,472.0,501.0,1.165,Mature,11.0,0.268,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,452.0,481.0,1.05,Mature,9.0,0.126,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,468.0,500.0,1.08,Mature,11.0,0.283,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,513.0,545.0,1.48,Mature,14.0,0.307,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Male,465.0,490.0,0.815,Mature,15.0,0.763,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,520.0,551.0,1.38,Mature,12.0,0.39,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,507.0,540.0,1.435,Mature,12.0,0.264,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,427.0,457.0,0.9,Mature,7.0,0.116,2019
2019-09-10,Fawcett Lake,Lake,Walleye,Female,555.0,590.0,1.745,Mature,12.0,0.324,2019
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,496.0,,1.87,Mature,18.0,0.122,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,468.0,,1.68,Mature,20.0,0.112,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Female,469.0,,1.99,Mature,11.0,0.126,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,483.0,,1.925,Mature,21.0,0.21,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,489.0,,2.08,Mature,13.0,0.099,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Female,474.0,,1.715,Mature,11.0,0.122,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Female,519.0,,1.985,Mature,18.0,0.13,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,398.0,,1.11,Mature,4.0,0.067,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,474.0,,1.955,Mature,9.0,0.101,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,474.0,,1.755,Mature,24.0,0.117,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,495.0,,2.03,Mature,14.0,0.128,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,466.0,,1.405,Mature,22.0,0.085,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,464.0,,1.74,Mature,9.0,0.112,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,480.0,,1.955,Mature,14.0,0.118,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,501.0,,2.03,Mature,13.0,0.102,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,476.0,,2.075,Mature,14.0,0.142,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Female,481.0,,1.87,Mature,16.0,0.105,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,412.0,,1.11,Mature,4.0,0.081,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,400.0,,1.03,Mature,4.0,0.075,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,425.0,,1.52,Mature,4.0,0.077,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,475.0,,1.74,Mature,13.0,0.139,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Female,470.0,,1.87,Mature,11.0,0.122,2014
2014-09-16,Fickle Lake,Lake,Lake Whitefish,Male,501.0,,2.025,Mature,15.0,0.096,2014
