coll_date,w_name,w_type,common_name,sex,f_length,t_length,weight,maturity,age,hg,year
2018-06-17,Long Lake (64-25-W4),Lake,Northern Pike,Female,597.0,632.0,1.205,Mature,6.0,0.74,2018
2018-06-17,Long Lake (64-25-W4),Lake,Northern Pike,Male,596.0,638.0,1.43,Mature,6.0,0.416,2018
2018-06-17,Long Lake (64-25-W4),Lake,Northern Pike,Female,334.0,357.0,0.26,Mature,2.0,0.133,2018
2018-06-17,Long Lake (64-25-W4),Lake,Northern Pike,Male,532.0,563.0,1.18,Mature,5.0,0.08,2018
2018-06-17,Long Lake (64-25-W4),Lake,Northern Pike,Male,497.0,530.0,0.805,Mature,4.0,0.277,2018
2018-06-17,Long Lake (64-25-W4),Lake,Northern Pike,Female,445.0,476.0,0.54,Mature,4.0,0.457,2018
2011-05-14,Loon River,River,Walleye,Female,446.0,471.0,0.415,Unknown,,0.263,2011
2011-05-14,Loon River,River,Walleye,Male,472.0,504.0,0.245,Unknown,,0.603,2011
2011-05-14,Loon River,River,Walleye,Female,713.0,755.0,2.455,Unknown,,0.191,2011
2011-05-14,Loon River,River,Walleye,Male,426.0,452.0,0.84,Unknown,,0.286,2011
2014-09-15,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Male,511.0,541.0,1.075,Mature,4.0,0.232,2014
2014-09-15,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,550.0,579.0,1.106,Mature,5.0,0.426,2014
2014-09-15,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,662.0,694.0,2.133,Mature,6.0,0.206,2014
2014-09-15,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Male,530.0,560.0,1.166,Mature,4.0,0.307,2014
2014-09-15,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,605.0,640.0,1.81,Mature,5.0,0.218,2014
2014-09-15,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,565.0,592.0,1.443,Mature,6.0,0.207,2014
2014-09-16,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,546.0,575.0,1.461,Mature,5.0,0.179,2014
2014-09-16,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,588.0,617.0,1.356,Mature,6.0,0.3,2014
2014-09-16,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,599.0,621.0,1.497,Mature,6.0,0.254,2014
2014-09-16,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Male,555.0,585.0,1.167,Mature,5.0,0.355,2014
2014-09-16,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,585.0,615.0,1.485,Mature,6.0,0.318,2014
2014-09-16,Magee Lake (Lower Chain Lake),Lake,Northern Pike,Female,620.0,651.0,1.852,Mature,6.0,0.338,2014
2012-09-20,Marie Lake,Lake,Lake Whitefish,Female,389.0,436.0,0.65,Mature,,0.03,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Female,372.0,416.0,0.6,Mature,,0.028,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Male,363.0,403.0,0.6,Mature,,0.024,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Male,383.0,433.0,0.675,Mature,,0.035,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Male,447.0,499.0,1.175,Mature,,0.021,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Female,370.0,419.0,0.6,Mature,,0.044,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Male,,510.0,1.2,Unknown,,0.158,2012
2012-09-20,Marie Lake,Lake,Lake Whitefish,Male,,446.0,0.85,Unknown,,0.035,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Female,710.0,755.0,2.7,Mature,8.0,0.408,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Male,,647.0,1.5,Unknown,,0.239,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Male,,515.0,0.8,Unknown,,0.084,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Male,,703.0,2.85,Unknown,,0.231,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Male,,666.0,1.85,Unknown,,0.188,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Male,,780.0,3.3,Unknown,,0.405,2012
2012-09-20,Marie Lake,Lake,Northern Pike,Male,,536.0,0.9,Unknown,,0.131,2012
2015-09-09,Marie Lake,Lake,Northern Pike,Female,952.0,1000.0,7.4,Mature,13.0,0.418,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Female,962.0,1010.0,7.5,Mature,15.0,0.462,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Female,610.0,641.0,1.825,Mature,4.0,0.259,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Female,935.0,983.0,6.7,Mature,11.0,0.339,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Female,741.0,787.0,3.3,Mature,9.0,0.435,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Female,925.0,971.0,7.7,Mature,13.0,0.354,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Male,744.0,790.0,3.675,Mature,11.0,0.402,2015
2015-09-09,Marie Lake,Lake,Northern Pike,Female,575.0,616.0,1.475,Mature,4.0,0.162,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Female,935.0,978.0,7.2,Mature,12.0,0.49,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Female,884.0,925.0,5.975,Mature,13.0,0.544,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Female,801.0,843.0,4.275,Mature,4.0,0.33,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Male,610.0,652.0,1.675,Mature,7.0,0.342,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Female,609.0,645.0,1.425,Mature,4.0,0.255,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Male,615.0,651.0,1.6,Mature,6.0,0.475,2015
2015-09-10,Marie Lake,Lake,Northern Pike,Female,700.0,741.0,2.4,Mature,7.0,0.316,2015
2012-09-20,Marie Lake,Lake,Walleye,Female,390.0,412.0,0.6,Immature,6.0,0.124,2012
2012-09-20,Marie Lake,Lake,Walleye,Male,405.0,430.0,0.65,Immature,,0.122,2012
2012-09-20,Marie Lake,Lake,Walleye,Male,420.0,446.0,0.675,Mature,6.0,0.132,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,440.0,465.0,0.875,Immature,7.0,0.105,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,415.0,439.0,0.7,Immature,6.0,0.125,2012
2012-09-20,Marie Lake,Lake,Walleye,Male,436.0,464.0,0.9,Mature,9.0,0.182,2012
2012-09-20,Marie Lake,Lake,Walleye,Male,532.0,564.0,1.65,Mature,15.0,0.369,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,432.0,456.0,0.8,Immature,,0.213,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,563.0,592.0,2.15,Mature,13.0,0.341,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,627.0,658.0,2.85,Mature,,0.351,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,434.0,456.0,0.85,Immature,6.0,0.129,2012
2012-09-20,Marie Lake,Lake,Walleye,Female,439.0,462.0,0.9,Immature,,0.117,2012
2015-09-09,Marie Lake,Lake,Walleye,Female,693.0,718.0,4.6,Mature,17.0,0.536,2015
2015-09-09,Marie Lake,Lake,Walleye,Female,427.0,452.0,0.8,Mature,9.0,0.184,2015
2015-09-09,Marie Lake,Lake,Walleye,Male,453.0,480.0,0.9,Mature,9.0,0.244,2015
2015-09-09,Marie Lake,Lake,Walleye,Female,490.0,520.0,1.2,Immature,10.0,0.242,2015
2015-09-09,Marie Lake,Lake,Walleye,Female,452.0,479.0,0.9,Immature,9.0,0.269,2015
2015-09-09,Marie Lake,Lake,Walleye,Female,495.0,518.0,1.3,Immature,9.0,0.258,2015
2015-09-10,Marie Lake,Lake,Walleye,Female,507.0,536.0,1.1,Mature,9.0,0.269,2015
2015-09-10,Marie Lake,Lake,Walleye,Female,440.0,463.0,0.825,Mature,8.0,0.219,2015
2015-09-10,Marie Lake,Lake,Walleye,Male,405.0,430.0,0.675,Mature,8.0,0.166,2015
2015-09-10,Marie Lake,Lake,Walleye,Female,466.0,490.0,1.0,Mature,8.0,0.151,2015
2015-09-10,Marie Lake,Lake,Walleye,Male,429.0,455.0,0.85,Mature,9.0,0.167,2015
2015-09-10,Marie Lake,Lake,Walleye,Female,491.0,522.0,1.2,Immature,9.0,0.229,2015
2015-09-10,Marie Lake,Lake,Walleye,Male,441.0,465.0,1.0,Mature,9.0,0.268,2015
2013-09-18,May Lake,Lake,Lake Whitefish,Male,483.0,540.0,1.898,Mature,,0.054,2013
2013-09-18,May Lake,Lake,Lake Whitefish,Male,499.0,566.0,2.125,Mature,,0.033,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Male,505.0,568.0,2.037,Mature,,0.066,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Female,520.0,575.0,2.5,Mature,,0.036,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Male,500.0,550.0,2.4,Mature,,0.042,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Female,480.0,535.0,1.851,Mature,,0.057,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Female,421.0,468.0,1.259,Mature,,0.035,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Male,513.0,564.0,2.109,Mature,,0.058,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Female,511.0,572.0,2.45,Mature,,0.081,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Female,527.0,589.0,2.5,Mature,,0.083,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Male,491.0,550.0,2.175,Mature,,0.054,2013
2013-09-19,May Lake,Lake,Lake Whitefish,Female,525.0,573.0,2.5,Mature,,0.071,2013
2013-09-20,May Lake,Lake,Lake Whitefish,Male,495.0,,1.9,Unknown,,0.05,2013
2013-09-20,May Lake,Lake,Lake Whitefish,Female,515.0,,2.423,Unknown,,0.104,2013
2013-09-20,May Lake,Lake,Lake Whitefish,Female,504.0,,1.963,Unknown,,0.036,2013
2013-09-18,May Lake,Lake,Northern Pike,Female,812.0,852.0,4.3,Mature,10.0,0.484,2013
2013-09-18,May Lake,Lake,Northern Pike,Female,550.0,585.0,1.047,Mature,3.0,0.285,2013
2013-09-18,May Lake,Lake,Northern Pike,Male,528.0,562.0,1.058,Mature,4.0,0.175,2013
2013-09-19,May Lake,Lake,Northern Pike,Male,605.0,643.0,1.472,Mature,8.0,0.397,2013
2013-09-19,May Lake,Lake,Northern Pike,Male,560.0,596.0,0.893,Mature,5.0,0.553,2013
2013-09-19,May Lake,Lake,Northern Pike,Female,589.0,630.0,1.5,Mature,4.0,0.294,2013
2013-09-19,May Lake,Lake,Northern Pike,Female,524.0,557.0,0.896,Mature,3.0,0.126,2013
2013-09-19,May Lake,Lake,Northern Pike,Male,452.0,485.0,0.691,Mature,3.0,0.112,2013
2013-09-19,May Lake,Lake,Northern Pike,Female,679.0,725.0,1.575,Mature,9.0,0.614,2013
2013-09-19,May Lake,Lake,Northern Pike,Male,502.0,531.0,0.8,Mature,2.0,0.122,2013
2013-09-19,May Lake,Lake,Northern Pike,Female,528.0,560.0,0.892,Mature,4.0,0.143,2013
2013-09-19,May Lake,Lake,Northern Pike,Male,501.0,535.0,0.864,Mature,3.0,0.141,2013
2013-09-19,May Lake,Lake,Northern Pike,Female,564.0,603.0,1.164,Mature,5.0,0.204,2013
2013-09-19,May Lake,Lake,Northern Pike,Male,450.0,482.0,0.579,Mature,2.0,0.12,2013
2013-09-19,May Lake,Lake,Northern Pike,Female,805.0,843.0,4.3,Mature,11.0,0.609,2013
2013-09-18,May Lake,Lake,Walleye,Male,564.0,589.0,1.052,Mature,8.0,0.213,2013
2013-09-18,May Lake,Lake,Walleye,Male,297.0,313.0,0.275,Immature,3.0,0.332,2013
2013-09-18,May Lake,Lake,Walleye,Female,499.0,517.0,1.325,Mature,7.0,0.293,2013
2013-09-18,May Lake,Lake,Walleye,Female,415.0,428.0,0.694,Immature,5.0,0.175,2013
2013-09-18,May Lake,Lake,Walleye,Female,448.0,475.0,0.984,Mature,6.0,0.323,2013
2013-09-18,May Lake,Lake,Walleye,Female,382.0,407.0,0.523,Immature,5.0,0.292,2013
2013-09-18,May Lake,Lake,Walleye,Male,457.0,481.0,1.09,Mature,10.0,0.446,2013
2013-09-18,May Lake,Lake,Walleye,Female,355.0,377.0,0.447,Immature,4.0,0.128,2013
2013-09-18,May Lake,Lake,Walleye,Female,547.0,575.0,1.743,Mature,12.0,0.169,2013
2013-09-18,May Lake,Lake,Walleye,Male,447.0,473.0,1.025,Mature,15.0,0.557,2013
2013-09-18,May Lake,Lake,Walleye,Female,413.0,436.0,0.722,Immature,5.0,0.151,2013
2013-09-18,May Lake,Lake,Walleye,Male,458.0,461.0,0.95,Mature,7.0,0.13,2013
2013-09-18,May Lake,Lake,Walleye,Male,478.0,501.0,1.304,Mature,7.0,0.201,2013
2013-09-18,May Lake,Lake,Walleye,Female,499.0,517.0,1.325,Unknown,,0.69,2013
2013-09-18,May Lake,Lake,Walleye,Female,517.0,544.0,1.37,Mature,15.0,0.653,2013
2009-11-25,McGregor Lake,Lake,Northern Pike,Unknown,800.0,818.0,4.6,Unknown,,0.871,2009
2009-11-25,McGregor Lake,Lake,Northern Pike,Unknown,798.0,828.0,3.8,Unknown,,1.132,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,575.0,606.0,1.89,Unknown,,0.623,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,565.0,596.0,1.766,Unknown,,0.546,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,435.0,495.0,1.152,Unknown,,0.453,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,556.0,585.0,1.661,Unknown,,0.526,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,591.0,617.0,2.002,Unknown,,0.591,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,475.0,505.0,1.397,Unknown,,0.855,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,525.0,553.0,1.725,Unknown,,0.414,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,540.0,565.0,1.638,Unknown,,0.623,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,595.0,622.0,2.215,Unknown,,0.605,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,615.0,640.0,3.004,Unknown,,0.694,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,635.0,655.0,2.632,Unknown,,0.891,2009
2009-11-25,McGregor Lake,Lake,Walleye,Unknown,505.0,555.0,1.64,Unknown,,0.617,2009
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Male,,364.0,0.494,Unknown,,0.04,2012
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Female,,353.0,0.489,Unknown,,0.059,2012
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Male,,293.0,0.247,Unknown,,0.046,2012
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Male,,239.0,0.172,Unknown,,0.027,2012
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Male,,339.0,0.417,Unknown,,0.063,2012
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Male,,250.0,0.174,Unknown,,0.039,2012
2012-08-10,McLeod Lake (Carson Lake),Lake,Rainbow Trout,Male,,327.0,0.378,Unknown,,0.068,2012
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,656.0,690.0,1.83,Unknown,,0.374,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,616.0,652.0,1.7,Unknown,,0.212,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,750.0,787.0,2.61,Unknown,,0.488,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,604.0,647.0,1.465,Unknown,,0.425,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,725.0,770.0,2.36,Unknown,,0.599,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,671.0,714.0,2.15,Unknown,,0.394,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,752.0,796.0,2.695,Unknown,,0.536,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,589.0,635.0,1.56,Unknown,,0.243,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,666.0,709.0,1.82,Unknown,,0.452,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,660.0,696.0,2.105,Unknown,,0.417,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,633.0,664.0,1.61,Unknown,,0.348,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,606.0,644.0,1.565,Unknown,,0.369,2011
2011-08-24,McMillan Lake,Lake,Northern Pike,Female,629.0,663.0,1.86,Unknown,,0.231,2011
2010-08-03,Meander River,River,Northern Pike,Unknown,468.0,498.0,0.72,Unknown,,0.084,2010
2010-08-03,Meander River,River,Northern Pike,Unknown,495.0,525.0,0.79,Unknown,,0.16,2010
2010-08-03,Meander River,River,Northern Pike,Unknown,541.0,572.0,1.16,Unknown,,0.18,2010
2010-09-01,Meander River,River,Northern Pike,Female,580.0,617.0,1.667,Unknown,,0.155,2010
2010-09-01,Meander River,River,Northern Pike,Unknown,605.0,639.0,1.833,Unknown,,0.269,2010
2010-09-01,Meander River,River,Northern Pike,Unknown,593.0,626.0,1.794,Unknown,,0.23,2010
2010-09-01,Meander River,River,Northern Pike,Unknown,660.0,700.0,2.1,Unknown,,0.247,2010
2010-08-03,Meander River,River,Walleye,Unknown,335.0,355.0,0.355,Unknown,,0.215,2010
2010-08-03,Meander River,River,Walleye,Unknown,400.0,422.0,0.755,Unknown,,0.148,2010
2010-08-03,Meander River,River,Walleye,Unknown,394.0,411.0,0.67,Unknown,,0.155,2010
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,346.0,397.0,0.571,Unknown,,0.111,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,415.0,475.0,0.926,Unknown,,0.123,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,435.0,494.0,0.981,Unknown,,0.142,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,417.0,475.0,0.876,Unknown,,0.166,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,402.0,450.0,0.915,Unknown,,0.105,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,435.0,497.0,0.983,Unknown,,0.151,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,403.0,462.0,0.876,Unknown,,0.184,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,420.0,484.0,1.103,Unknown,,0.149,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,427.0,488.0,0.977,Unknown,,0.122,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Lake Whitefish,Unknown,433.0,496.0,1.116,Unknown,,0.157,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,609.0,646.0,1.768,Unknown,,0.217,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,674.0,714.0,2.402,Unknown,,0.216,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,523.0,557.0,0.993,Unknown,,0.196,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,691.0,730.0,2.461,Unknown,,0.22,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,700.0,744.0,2.4,Unknown,,0.196,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,545.0,580.0,1.499,Unknown,,0.183,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,614.0,649.0,1.883,Unknown,,0.225,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,648.0,685.0,1.954,Unknown,,0.204,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,711.0,751.0,2.714,Unknown,,0.2,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Northern Pike,Unknown,709.0,747.0,3.255,Unknown,,0.196,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,625.0,656.0,3.363,Unknown,,0.769,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,502.0,530.0,1.474,Unknown,,0.556,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,399.0,425.0,0.706,Unknown,,0.358,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,420.0,445.0,0.789,Unknown,,0.282,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,453.0,482.0,1.119,Unknown,,0.438,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,595.0,625.0,2.713,Unknown,,0.494,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,455.0,486.0,1.14,Unknown,,0.344,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,407.0,429.0,0.781,Unknown,,0.263,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,408.0,437.0,0.86,Unknown,,0.381,2006
2006-11-08,Milk River Ridge Reservoir,Reservoir,Walleye,Unknown,553.0,582.0,2.319,Unknown,,0.413,2006
2012-09-14,Moonshine Lake (Mirage Lake),Lake,Brown Trout,Unknown,,250.0,0.174,Unknown,,0.084,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,261.0,0.2,Unknown,,0.047,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Female,,396.0,0.63,Unknown,,0.091,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,265.0,0.21,Unknown,,0.059,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Female,,359.0,0.57,Unknown,,0.054,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,243.0,0.15,Unknown,,0.096,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,264.0,0.21,Unknown,,0.077,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Female,,255.0,0.18,Unknown,,0.051,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Female,,258.0,0.19,Unknown,,0.053,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,287.0,0.27,Unknown,,0.06,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,249.0,0.18,Unknown,,0.037,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Female,,353.0,0.47,Unknown,,0.122,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,351.0,0.45,Unknown,,0.075,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,263.0,0.21,Unknown,,0.049,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Female,,245.0,0.17,Unknown,,0.055,2012
2012-08-27,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,349.0,0.55,Unknown,,0.096,2012
2012-09-14,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,260.0,0.246,Unknown,,0.061,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Unknown,,260.0,0.21,Unknown,,0.08,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Unknown,,290.0,0.282,Unknown,,0.073,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Unknown,,250.0,0.2,Unknown,,0.054,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Unknown,,270.0,0.214,Unknown,,0.081,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Unknown,,320.0,0.454,Unknown,,0.108,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,290.0,0.298,Unknown,,0.046,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,250.0,0.214,Unknown,,0.071,2012
2012-09-17,Moonshine Lake (Mirage Lake),Lake,Rainbow Trout,Male,,280.0,0.294,Unknown,,0.061,2012
2012-09-05,Moose Lake,Lake,Cisco,Male,,450.0,1.1,Unknown,,0.102,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,350.0,0.56,Unknown,,0.057,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,360.0,0.588,Unknown,,0.047,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,360.0,0.806,Unknown,,0.055,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,450.0,1.42,Unknown,,0.087,2012
2012-09-05,Moose Lake,Lake,Cisco,Unknown,,410.0,0.966,Unknown,,0.107,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,420.0,1.05,Unknown,,0.105,2012
2012-09-05,Moose Lake,Lake,Cisco,Unknown,,380.0,0.666,Unknown,,0.067,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,390.0,0.758,Unknown,,0.055,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,360.0,0.61,Unknown,,0.083,2012
2012-09-05,Moose Lake,Lake,Cisco,Female,,440.0,1.168,Unknown,,0.087,2012
2012-10-02,Moose Lake,Lake,Cisco,Male,,440.0,1.2,Unknown,,0.098,2012
2012-10-02,Moose Lake,Lake,Cisco,Male,,380.0,0.77,Unknown,,0.075,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,430.0,1.22,Unknown,,0.161,2012
2012-10-02,Moose Lake,Lake,Cisco,Male,,410.0,0.92,Unknown,,0.109,2012
2012-10-02,Moose Lake,Lake,Cisco,Unknown,,450.0,1.2,Unknown,,0.147,2012
2012-10-02,Moose Lake,Lake,Cisco,Unknown,,370.0,1.0,Unknown,,0.146,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,440.0,1.09,Unknown,,0.123,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,400.0,0.96,Unknown,,0.075,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,360.0,0.84,Unknown,,0.07,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,420.0,0.92,Unknown,,0.099,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,360.0,0.78,Unknown,,0.067,2012
2012-10-02,Moose Lake,Lake,Cisco,Male,,380.0,0.89,Unknown,,0.047,2012
2012-10-02,Moose Lake,Lake,Cisco,Male,,310.0,0.39,Unknown,,0.043,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,390.0,0.74,Unknown,,0.074,2012
2012-10-02,Moose Lake,Lake,Cisco,Female,,360.0,0.78,Unknown,,0.067,2012
2012-08-01,Moose Lake,Lake,Lake Whitefish,Female,,580.0,2.35,Unknown,,0.031,2012
2012-08-01,Moose Lake,Lake,Lake Whitefish,Female,,630.0,2.86,Unknown,,0.029,2012
2012-09-05,Moose Lake,Lake,Lake Whitefish,Female,,580.0,2.5,Unknown,,0.055,2012
2012-09-05,Moose Lake,Lake,Lake Whitefish,Female,,630.0,2.6,Unknown,,0.108,2012
